farm_id,region,latitude,longitude,farm_size_ha,soil_ph,soil_organic_carbon_pct,clay_pct,annual_rainfall_mm,avg_temp_c,ndvi,evi,tree_density_per_ha,water_depth_cm,fertilizer_n_kg_ha,residue_management,irrigation,rice_variety,planting_date,harvest_date,rice_yield_t_ha,carbon_stock_tco2e_ha,ch4_emission_kg_ha
496,Mekong Delta,10.333739,105.273863,1.545,5.56,1.5,32.5,1808,29.3,0.602,0.579,57,4.0,101.7,removed,flood,Swarna,2024-06-27,2024-10-06,5.7,7.365,298.2
497,Coastal Andhra,16.825944,81.333728,3.836,5.91,2.14,15.3,1271,23.8,0.652,0.532,41,7.1,93.5,removed,flood,Samba Mahsuri,2024-06-29,2024-09-30,5.488,10.217,299.1
498,Indo-Gangetic Plain,26.866814,81.499386,2.41,7.74,1.33,31.0,1511,26.3,0.672,0.638,48,6.5,108.1,mulched,drip,Samba Mahsuri,2024-07-15,2024-11-11,5.814,7.278,217.1
499,Mekong Delta,9.622189,105.378733,0.65,6.23,1.12,20.9,771,26.5,0.535,0.467,63,7.9,44.1,mulched,drip,Naveen,2024-07-20,2024-11-04,4.636,6.319,230.7
500,Terai Nepal,27.649946,83.402658,0.983,6.57,1.24,17.7,1273,23.9,0.537,0.404,19,6.6,42.1,incorporated,drip,Naveen,2024-07-22,2024-11-06,3.896,6.446,183.6
501,Eastern UP,26.099184,82.830395,1.331,6.85,1.68,32.9,1148,26.6,0.9,0.753,21,5.3,78.3,incorporated,flood,Samba Mahsuri,2024-07-03,2024-11-12,6.585,9.979,404.7
502,Mekong Delta,9.866483,105.662568,2.084,6.99,0.35,18.3,929,26.8,0.652,0.621,34,6.7,68.0,incorporated,alternate_wetting_drying,Swarna,2024-07-02,2024-10-30,4.669,3.959,305.3
503,Terai Nepal,27.881729,84.065222,2.04,6.51,1.73,29.0,1204,27.0,0.535,0.41,43,3.5,128.7,mulched,flood,Samba Mahsuri,2024-06-22,2024-10-09,4.856,7.772,307.3
504,Eastern UP,25.752103,82.672404,1.478,7.15,1.42,18.0,1104,23.5,0.492,0.35,81,2.9,91.7,removed,flood,IR64,2024-07-12,2024-11-14,4.539,7.945,243.0
505,Indo-Gangetic Plain,26.5179,81.467865,2.292,6.38,0.55,21.4,1025,24.8,0.748,0.703,49,1.0,88.7,incorporated,drip,IR64,2024-07-07,2024-10-17,5.345,5.638,171.1
506,Terai Nepal,27.599762,83.540936,0.466,6.06,1.3,9.3,1238,24.5,0.547,0.382,45,2.3,96.5,mulched,alternate_wetting_drying,Samba Mahsuri,2024-06-20,2024-10-22,4.996,6.636,241.2
507,Mekong Delta,10.341525,105.746828,1.032,6.26,1.13,16.0,1147,24.4,0.758,0.601,68,1.4,82.7,removed,alternate_wetting_drying,MTU1010,2024-07-10,2024-10-20,5.263,6.771,194.8
508,Indo-Gangetic Plain,26.43115,82.149613,0.832,5.66,0.31,29.8,1042,24.1,0.576,0.378,17,7.2,104.7,removed,flood,Naveen,2024-07-18,2024-10-25,4.241,2.983,324.7
509,Mekong Delta,10.367956,106.033263,2.954,6.61,1.76,26.8,1405,25.5,0.705,0.629,40,6.4,163.2,removed,flood,Swarna,2024-07-08,2024-11-10,5.767,7.844,349.2
510,Mekong Delta,9.765267,105.909322,2.522,5.21,1.26,27.3,1655,27.7,0.817,0.756,5,3.1,145.2,incorporated,alternate_wetting_drying,IR64,2024-07-14,2024-11-15,6.242,7.3,334.6
511,Mekong Delta,10.363306,105.673355,0.684,6.89,1.28,21.9,1769,27.3,0.415,0.327,69,2.2,123.6,incorporated,alternate_wetting_drying,Samba Mahsuri,2024-06-25,2024-10-09,4.375,6.946,297.4
512,Indo-Gangetic Plain,26.416828,82.149535,0.545,6.29,1.11,5.0,1498,25.1,0.83,0.765,31,1.3,130.1,incorporated,alternate_wetting_drying,Samba Mahsuri,2024-07-09,2024-11-06,6.273,7.631,327.7
513,Eastern UP,25.854368,82.667157,1.929,7.23,1.66,49.9,1061,28.5,0.508,0.418,8,6.7,77.6,removed,flood,Samba Mahsuri,2024-06-15,2024-09-22,4.723,7.45,262.2
514,Eastern UP,25.891143,82.541762,1.071,6.64,1.01,8.3,944,30.6,0.822,0.766,61,1.5,139.2,removed,alternate_wetting_drying,IR64,2024-07-07,2024-10-25,6.235,7.311,191.8
515,Indo-Gangetic Plain,26.015747,82.72868,1.132,6.63,0.9,9.3,1041,26.1,0.672,0.516,49,5.6,103.5,removed,drip,Samba Mahsuri,2024-06-17,2024-10-06,5.164,6.541,137.4
516,Coastal Andhra,16.820565,81.173429,1.842,5.85,1.89,46.5,1356,21.8,0.583,0.452,34,8.8,110.6,removed,flood,Samba Mahsuri,2024-06-27,2024-11-07,4.694,8.879,324.8
517,Indo-Gangetic Plain,26.426448,81.544475,1.256,6.95,1.95,27.0,1142,22.1,0.653,0.55,60,2.9,74.8,mulched,alternate_wetting_drying,Swarna,2024-06-20,2024-10-16,5.81,8.911,190.9
518,Coastal Andhra,16.461368,80.776921,0.968,6.5,1.02,14.7,877,28.8,0.834,0.837,36,7.2,88.9,incorporated,flood,Swarna,2024-06-23,2024-09-29,6.562,6.553,391.7
519,Coastal Andhra,15.825451,80.862471,0.862,6.5,1.13,23.8,1322,24.7,0.762,0.64,37,9.8,144.5,incorporated,flood,MTU1010,2024-07-14,2024-10-22,5.674,6.776,437.4
520,Eastern UP,26.598237,83.064966,0.476,6.32,1.39,25.7,826,22.9,0.561,0.421,84,7.7,127.0,incorporated,flood,Naveen,2024-07-04,2024-11-06,5.198,8.077,384.4
521,Terai Nepal,27.464486,84.294575,1.542,6.4,1.3,27.0,1642,27.2,0.685,0.648,43,9.4,105.0,removed,drip,Swarna,2024-06-24,2024-10-03,5.664,6.504,204.2
522,Terai Nepal,27.498739,84.511609,0.674,6.46,0.41,28.7,865,26.3,0.605,0.491,31,3.2,140.3,removed,flood,IR64,2024-07-07,2024-10-16,5.166,4.156,212.4
523,Mekong Delta,9.844658,105.653271,0.839,5.82,1.32,24.0,1405,29.2,0.607,0.49,35,6.9,98.2,incorporated,flood,IR64,2024-06-28,2024-10-11,4.702,5.857,443.8
524,Coastal Andhra,16.255901,80.9691,1.48,5.71,1.7,19.7,1155,23.7,0.649,0.565,43,9.4,96.2,incorporated,flood,Naveen,2024-06-27,2024-10-31,5.272,8.238,407.4
525,Eastern UP,25.957946,83.194821,2.824,6.7,0.71,16.0,1417,24.6,0.674,0.591,18,7.5,114.7,incorporated,alternate_wetting_drying,Samba Mahsuri,2024-06-21,2024-10-06,5.472,4.724,357.1
526,Terai Nepal,27.39918,84.080641,0.493,6.09,0.86,21.3,922,25.7,0.468,0.341,42,0.0,60.8,removed,flood,Naveen,2024-07-08,2024-10-31,4.149,4.794,218.4
527,Terai Nepal,26.786056,83.779728,1.564,6.02,1.4,26.1,1158,30.2,0.578,0.459,0,5.3,81.0,removed,alternate_wetting_drying,Naveen,2024-06-23,2024-10-18,4.556,6.365,202.1
528,Eastern UP,25.868801,82.845993,1.281,5.41,1.88,25.5,1289,27.5,0.588,0.453,45,0.0,86.2,incorporated,flood,MTU1010,2024-07-02,2024-10-16,5.253,8.238,339.4
529,Eastern UP,25.108008,82.620309,0.78,6.67,1.34,23.3,1390,24.4,0.723,0.599,54,4.5,154.1,incorporated,flood,IR64,2024-07-09,2024-10-27,6.251,7.435,443.7
530,Mekong Delta,9.86726,106.04635,4.084,8.15,1.08,26.1,1395,31.2,0.657,0.607,26,8.5,111.7,removed,flood,IR64,2024-07-03,2024-10-18,5.454,6.084,296.9
531,Mekong Delta,10.007516,105.476201,1.827,5.91,1.58,21.2,1537,23.2,0.704,0.616,27,7.3,84.8,incorporated,alternate_wetting_drying,Naveen,2024-07-09,2024-10-30,5.663,7.461,345.4
532,Eastern UP,25.845249,83.075979,1.509,6.12,0.79,37.1,1232,21.3,0.796,0.726,46,6.1,38.1,incorporated,alternate_wetting_drying,Naveen,2024-07-02,2024-10-07,5.825,6.51,316.5
533,Terai Nepal,27.714816,84.3707,3.135,5.59,1.09,16.6,1759,28.2,0.757,0.633,54,2.4,74.4,removed,flood,Naveen,2024-07-05,2024-10-25,5.946,7.602,290.6
534,Coastal Andhra,16.648817,81.122778,0.426,6.51,0.55,29.3,1235,27.5,0.523,0.36,49,2.3,110.3,incorporated,alternate_wetting_drying,Naveen,2024-07-05,2024-11-01,5.353,4.064,270.4
535,Coastal Andhra,16.881309,81.101878,1.021,6.77,1.94,29.1,990,23.0,0.516,0.413,28,5.6,70.6,removed,flood,Naveen,2024-06-24,2024-11-04,4.887,7.688,236.4
536,Mekong Delta,9.591407,106.231301,0.7,6.75,1.1,26.8,1162,29.4,0.763,0.657,22,3.3,34.8,incorporated,flood,IR64,2024-07-01,2024-10-17,5.18,7.271,312.5
537,Coastal Andhra,16.105817,81.279362,0.851,6.17,2.01,22.0,1375,27.1,0.487,0.48,57,10.1,101.0,incorporated,flood,IR64,2024-07-11,2024-10-25,5.038,9.157,413.7
538,Eastern UP,25.825549,82.722307,0.246,6.21,1.17,17.2,1119,26.4,0.634,0.587,17,5.1,38.3,incorporated,alternate_wetting_drying,Swarna,2024-07-02,2024-10-13,5.149,5.827,253.4
539,Terai Nepal,27.599123,84.165319,0.504,6.7,2.77,40.4,1007,27.3,0.646,0.523,34,4.2,64.4,mulched,alternate_wetting_drying,IR64,2024-07-15,2024-11-02,5.439,11.358,145.3
540,Eastern UP,25.860013,82.889448,2.646,6.55,1.34,25.6,999,21.6,0.742,0.609,44,1.7,153.7,removed,alternate_wetting_drying,Samba Mahsuri,2024-07-01,2024-11-02,6.633,8.112,180.3
541,Indo-Gangetic Plain,26.610165,82.016874,0.808,5.75,0.77,15.9,1686,25.1,0.657,0.509,49,1.7,124.5,incorporated,flood,MTU1010,2024-07-08,2024-11-10,5.711,4.297,478.8
542,Eastern UP,26.334342,83.337222,0.66,7.21,2.13,39.9,874,23.7,0.706,0.532,50,4.3,86.8,removed,drip,Samba Mahsuri,2024-07-15,2024-11-02,5.559,9.832,205.3
543,Coastal Andhra,16.480364,81.548863,1.576,6.76,1.08,30.0,1160,25.0,0.637,0.473,58,7.3,90.1,incorporated,flood,Swarna,2024-06-15,2024-10-01,4.834,6.458,404.9
544,Coastal Andhra,16.780401,81.249183,2.856,7.11,0.9,44.6,1063,27.5,0.695,0.571,64,2.7,114.9,removed,flood,IR64,2024-07-10,2024-10-31,5.324,6.458,270.1
545,Coastal Andhra,17.140596,81.099037,1.015,6.29,0.88,17.7,1042,23.6,0.556,0.358,63,7.8,131.2,mulched,alternate_wetting_drying,Naveen,2024-07-23,2024-10-28,4.602,5.351,258.1
546,Indo-Gangetic Plain,26.497195,81.832475,2.224,7.21,2.0,31.3,1543,26.4,0.773,0.636,58,0.3,76.4,removed,alternate_wetting_drying,Swarna,2024-07-04,2024-11-06,5.831,10.092,198.1
547,Eastern UP,25.855927,83.416959,0.892,7.11,1.26,23.3,1047,20.0,0.715,0.667,9,5.7,126.0,mulched,drip,Swarna,2024-06-18,2024-10-21,6.135,7.128,218.6
548,Terai Nepal,27.521641,84.69442,1.962,6.53,0.85,23.9,1244,30.7,0.797,0.675,89,0.0,106.2,removed,alternate_wetting_drying,MTU1010,2024-07-17,2024-10-30,6.282,7.205,207.2
549,Indo-Gangetic Plain,26.377522,81.788787,4.841,6.43,1.08,5.0,1189,23.6,0.583,0.584,75,0.6,22.1,incorporated,alternate_wetting_drying,MTU1010,2024-06-25,2024-10-04,5.187,6.43,218.8
550,Mekong Delta,10.003314,105.150575,0.643,6.77,1.25,36.3,1716,23.2,0.6,0.494,54,8.0,115.5,removed,flood,Samba Mahsuri,2024-07-16,2024-11-14,5.049,5.88,323.5
551,Indo-Gangetic Plain,26.416714,82.010582,0.79,6.41,0.96,24.0,1063,28.3,0.748,0.667,24,7.1,96.5,incorporated,alternate_wetting_drying,Samba Mahsuri,2024-07-01,2024-10-16,5.811,5.265,311.2
552,Indo-Gangetic Plain,26.345368,82.007981,2.24,6.45,1.5,23.1,1379,27.5,0.602,0.489,31,0.9,89.3,incorporated,drip,Samba Mahsuri,2024-06-22,2024-10-03,4.872,6.559,154.4
553,Terai Nepal,26.996149,83.637509,1.092,7.27,1.39,25.2,1194,25.2,0.585,0.463,10,6.8,76.4,removed,alternate_wetting_drying,IR64,2024-07-13,2024-11-09,5.415,5.54,252.6
554,Eastern UP,25.777447,82.885469,1.739,6.76,0.91,9.9,2186,26.6,0.611,0.505,38,5.4,135.0,incorporated,flood,Samba Mahsuri,2024-07-03,2024-10-12,4.928,6.114,436.8
555,Terai Nepal,27.605348,84.202794,0.754,5.36,1.09,22.6,1181,26.9,0.59,0.517,52,2.5,86.7,mulched,flood,Swarna,2024-06-29,2024-10-24,5.054,7.075,346.0
556,Coastal Andhra,16.436354,80.911698,1.945,6.24,1.39,5.0,1417,33.5,0.649,0.562,33,6.7,79.4,incorporated,alternate_wetting_drying,Naveen,2024-07-11,2024-11-01,5.208,7.532,256.9
557,Indo-Gangetic Plain,26.53875,81.884999,0.677,6.14,1.61,43.3,1241,22.0,0.718,0.638,17,2.6,63.5,mulched,drip,Naveen,2024-06-20,2024-10-16,5.95,8.531,188.9
558,Indo-Gangetic Plain,26.935578,81.715741,2.59,6.45,1.79,36.3,1329,28.3,0.701,0.701,47,1.7,96.0,incorporated,flood,IR64,2024-06-23,2024-10-12,5.954,9.071,351.6
559,Coastal Andhra,16.346743,81.628145,1.275,7.15,1.3,22.2,1058,24.5,0.782,0.703,58,3.4,52.1,removed,flood,IR64,2024-07-10,2024-11-24,5.566,8.667,216.2
560,Indo-Gangetic Plain,27.426194,82.127275,0.431,6.37,1.14,18.9,1221,25.4,0.69,0.685,73,0.3,80.8,removed,drip,Naveen,2024-06-27,2024-10-10,5.427,7.47,153.0
561,Coastal Andhra,16.643277,80.924822,0.98,6.52,1.03,34.0,1265,29.3,0.612,0.446,40,2.1,166.2,removed,drip,MTU1010,2024-06-16,2024-10-06,5.492,4.971,171.7
562,Terai Nepal,27.528588,84.466714,3.002,6.94,1.23,21.0,1415,26.6,0.579,0.584,42,8.3,134.1,incorporated,flood,Swarna,2024-07-05,2024-11-10,5.58,6.581,463.2
563,Eastern UP,26.173135,82.955265,1.266,7.1,0.25,28.7,1732,26.1,0.501,0.42,7,5.7,87.4,mulched,flood,Naveen,2024-07-08,2024-10-09,4.58,3.328,385.8
564,Terai Nepal,27.739356,83.933393,2.241,6.01,1.2,9.8,1331,28.1,0.715,0.59,42,0.6,124.7,removed,drip,IR64,2024-07-04,2024-11-12,5.581,6.988,210.0
565,Eastern UP,26.037511,83.068135,2.19,6.6,1.8,38.5,1022,23.4,0.733,0.617,18,3.0,66.2,incorporated,alternate_wetting_drying,Naveen,2024-07-06,2024-10-27,5.986,7.939,257.5
566,Indo-Gangetic Plain,26.395738,82.131632,0.472,5.93,0.97,17.2,942,29.8,0.452,0.343,57,3.5,82.1,incorporated,alternate_wetting_drying,Swarna,2024-07-04,2024-10-31,4.072,4.887,202.8
567,Coastal Andhra,16.26815,81.165801,0.996,7.67,0.59,26.3,1194,26.7,0.637,0.543,66,6.8,104.7,removed,flood,Samba Mahsuri,2024-06-05,2024-09-26,5.369,5.589,299.1
568,Terai Nepal,27.582444,83.887928,2.745,6.03,2.06,25.9,1501,34.7,0.672,0.576,18,4.6,53.7,incorporated,alternate_wetting_drying,IR64,2024-07-03,2024-10-28,5.57,9.279,261.8
569,Terai Nepal,27.070666,83.978991,0.992,5.99,1.16,18.9,649,25.9,0.514,0.402,28,8.3,146.1,mulched,alternate_wetting_drying,Samba Mahsuri,2024-07-11,2024-11-03,4.932,4.697,280.3
570,Terai Nepal,27.169255,84.103918,2.412,6.5,1.66,29.6,1342,26.2,0.748,0.603,64,4.1,124.5,incorporated,flood,Naveen,2024-07-08,2024-11-12,6.062,10.465,438.8
571,Indo-Gangetic Plain,26.693679,82.211189,2.083,6.75,1.26,31.6,1036,23.5,0.737,0.575,17,7.5,148.8,incorporated,flood,MTU1010,2024-07-04,2024-10-30,5.55,7.872,453.5
572,Indo-Gangetic Plain,26.829965,81.971748,1.251,7.22,0.75,31.1,864,29.3,0.615,0.505,36,7.1,83.9,incorporated,alternate_wetting_drying,Naveen,2024-07-26,2024-12-02,5.07,5.853,301.0
573,Indo-Gangetic Plain,26.828395,81.974931,2.201,5.05,1.88,33.9,873,27.6,0.407,0.345,72,5.0,87.6,mulched,flood,IR64,2024-07-05,2024-10-27,4.002,8.068,343.1
574,Terai Nepal,27.58976,83.812921,1.284,6.3,1.03,25.8,1212,28.9,0.636,0.553,40,2.9,77.4,incorporated,flood,Samba Mahsuri,2024-07-25,2024-11-20,4.93,5.586,357.7
575,Coastal Andhra,16.689775,80.827139,0.313,5.91,1.08,50.8,1362,22.5,0.567,0.47,51,1.1,85.3,incorporated,flood,IR64,2024-06-27,2024-09-25,4.87,5.854,367.6
576,Mekong Delta,9.71385,105.339873,0.701,6.37,0.2,17.0,1388,23.9,0.77,0.626,68,5.0,86.7,incorporated,alternate_wetting_drying,MTU1010,2024-07-08,2024-11-09,6.033,4.567,282.9
577,Eastern UP,25.683818,83.218032,0.813,6.38,2.05,36.2,1612,25.2,0.317,0.237,9,0.0,129.5,removed,flood,MTU1010,2024-06-26,2024-10-23,4.221,6.861,276.5
578,Terai Nepal,27.920132,83.975873,1.068,6.26,1.38,40.1,831,27.5,0.671,0.661,22,3.0,116.7,removed,flood,Samba Mahsuri,2024-07-14,2024-10-25,5.332,6.874,248.5
579,Mekong Delta,10.061045,105.076759,1.513,7.84,0.54,22.2,442,26.2,0.727,0.591,46,7.7,179.1,mulched,flood,Samba Mahsuri,2024-07-22,2024-11-22,6.27,5.076,328.2
580,Indo-Gangetic Plain,26.808819,81.858528,1.884,6.62,0.72,24.1,542,25.1,0.461,0.261,5,12.8,108.0,removed,alternate_wetting_drying,Samba Mahsuri,2024-06-29,2024-10-22,3.893,3.94,250.5
581,Mekong Delta,10.015737,105.543031,1.722,6.39,0.68,26.8,1851,27.0,0.544,0.468,48,4.2,75.7,incorporated,drip,MTU1010,2024-07-18,2024-11-01,4.597,5.754,186.2
582,Terai Nepal,27.598073,83.969578,1.152,6.99,2.04,27.5,1396,27.8,0.772,0.695,71,8.3,127.9,mulched,flood,Naveen,2024-06-28,2024-11-02,5.99,9.909,420.8
583,Indo-Gangetic Plain,26.963062,81.644385,1.357,6.07,0.77,30.0,1427,25.0,0.816,0.695,38,6.0,161.3,removed,drip,IR64,2024-07-12,2024-10-21,6.469,6.574,199.5
584,Coastal Andhra,16.431994,80.681028,1.389,6.24,0.45,18.0,1092,29.8,0.472,0.355,100,4.5,82.9,incorporated,alternate_wetting_drying,IR64,2024-07-12,2024-12-09,4.262,5.421,329.2
585,Indo-Gangetic Plain,26.455037,82.333688,1.613,5.8,1.13,45.2,1233,26.2,0.709,0.571,33,6.5,78.5,removed,alternate_wetting_drying,MTU1010,2024-07-12,2024-11-21,5.53,6.261,170.3
586,Coastal Andhra,15.973077,81.330441,0.889,5.66,1.17,39.9,1094,26.3,0.825,0.725,14,7.1,129.4,removed,flood,Swarna,2024-07-02,2024-10-25,6.215,6.881,302.6
587,Indo-Gangetic Plain,26.392726,81.735875,1.686,7.24,0.76,23.8,871,28.0,0.677,0.606,42,7.6,33.7,incorporated,drip,Swarna,2024-06-22,2024-11-06,5.346,5.583,256.9
588,Mekong Delta,9.389229,105.33716,0.383,6.3,0.21,16.3,743,28.0,0.65,0.535,42,0.8,108.0,removed,alternate_wetting_drying,Samba Mahsuri,2024-07-24,2024-11-26,5.199,3.708,201.3
589,Coastal Andhra,16.734009,81.26335,1.468,7.34,1.31,18.9,796,27.3,0.61,0.47,84,1.9,59.0,incorporated,flood,IR64,2024-07-04,2024-11-01,5.267,6.561,315.4
590,Mekong Delta,10.068796,105.096275,0.438,5.64,1.01,37.7,892,30.6,0.672,0.547,56,6.8,75.6,removed,flood,Swarna,2024-06-12,2024-10-21,5.351,6.054,231.0
591,Terai Nepal,27.673813,84.264396,0.824,6.92,0.46,18.1,772,26.5,0.593,0.513,65,5.3,118.0,incorporated,alternate_wetting_drying,Swarna,2024-07-21,2024-11-26,5.412,5.5,281.5
592,Mekong Delta,10.436698,105.384245,0.4,6.34,1.6,31.5,1007,24.6,0.486,0.387,48,7.1,84.8,mulched,alternate_wetting_drying,Naveen,2024-07-03,2024-11-18,4.648,7.136,238.8
593,Terai Nepal,27.109007,83.864512,0.68,6.58,0.74,18.3,929,26.4,0.659,0.569,83,7.4,62.6,removed,flood,Swarna,2024-07-08,2024-11-22,5.193,6.549,312.3
594,Eastern UP,26.388545,83.121482,0.738,6.09,1.54,35.4,1365,31.7,0.846,0.724,24,1.1,76.4,incorporated,alternate_wetting_drying,IR64,2024-07-12,2024-11-17,6.083,7.167,274.4
595,Eastern UP,25.917835,83.516351,2.208,5.54,1.11,15.6,1324,26.9,0.544,0.359,46,3.8,81.1,incorporated,alternate_wetting_drying,IR64,2024-07-21,2024-11-26,5.007,4.982,331.2
596,Eastern UP,25.801052,82.539644,0.947,6.79,1.05,5.0,1424,23.0,0.599,0.412,46,8.2,102.1,incorporated,drip,Samba Mahsuri,2024-06-24,2024-10-04,5.21,6.401,249.2
597,Indo-Gangetic Plain,26.703498,81.875771,0.61,6.69,1.19,28.2,860,27.8,0.748,0.724,81,5.8,119.8,removed,alternate_wetting_drying,IR64,2024-06-22,2024-10-25,6.087,8.562,167.5
598,Coastal Andhra,16.712911,81.17997,1.153,5.91,1.38,50.4,1226,26.3,0.787,0.636,55,4.1,130.1,removed,alternate_wetting_drying,MTU1010,2024-07-06,2024-10-13,6.302,8.115,242.8
599,Eastern UP,26.730798,82.817308,0.893,6.55,0.67,20.0,1750,27.9,0.768,0.59,50,4.3,39.8,removed,flood,MTU1010,2024-07-01,2024-10-12,5.666,5.13,258.1
600,Eastern UP,26.100965,83.201532,1.991,6.31,1.82,35.4,1163,29.3,0.799,0.659,24,4.7,106.6,removed,flood,Samba Mahsuri,2024-07-07,2024-10-26,6.362,9.055,261.7
601,Indo-Gangetic Plain,26.955394,81.78061,2.321,6.11,0.58,17.0,1239,29.6,0.687,0.595,19,7.1,123.7,incorporated,flood,Samba Mahsuri,2024-07-07,2024-10-08,5.997,4.817,390.7
602,Coastal Andhra,16.727128,80.682826,0.734,7.26,1.55,27.9,1483,29.5,0.741,0.652,23,3.0,139.4,mulched,flood,Samba Mahsuri,2024-06-22,2024-10-03,6.122,7.414,322.3
603,Mekong Delta,10.060747,105.444676,0.455,6.49,1.54,28.2,768,30.1,0.848,0.753,102,2.5,45.5,removed,flood,Swarna,2024-06-24,2024-10-14,5.988,8.938,241.4
604,Indo-Gangetic Plain,26.443321,82.085044,1.944,6.22,0.99,24.6,941,27.0,0.655,0.544,55,0.2,45.0,removed,alternate_wetting_drying,MTU1010,2024-06-23,2024-10-09,4.935,6.94,209.9
605,Indo-Gangetic Plain,26.759402,82.08663,0.908,7.24,0.69,15.0,1171,21.5,0.525,0.437,33,2.0,161.2,incorporated,alternate_wetting_drying,Naveen,2024-07-18,2024-11-29,4.773,4.234,294.2
606,Coastal Andhra,16.92009,80.765061,0.609,6.48,1.28,19.6,955,25.0,0.644,0.515,43,4.6,28.4,removed,flood,Naveen,2024-07-13,2024-11-22,4.485,7.739,276.8
607,Mekong Delta,9.87883,105.756721,0.964,6.43,1.57,21.7,1178,26.1,0.639,0.555,31,2.9,84.0,removed,alternate_wetting_drying,IR64,2024-07-15,2024-10-27,5.174,7.297,190.6
608,Terai Nepal,27.604429,83.88261,1.153,7.47,0.85,25.6,1625,27.7,0.457,0.332,15,9.2,61.2,incorporated,alternate_wetting_drying,IR64,2024-08-03,2024-11-04,3.997,5.378,327.1
609,Coastal Andhra,16.467942,81.546558,0.976,6.73,1.42,15.3,1316,32.5,0.786,0.728,103,7.1,104.8,incorporated,drip,MTU1010,2024-07-04,2024-11-07,6.541,8.922,259.8
610,Mekong Delta,9.812461,105.815827,1.475,7.12,0.6,35.0,510,24.2,0.726,0.651,34,5.3,139.8,removed,alternate_wetting_drying,IR64,2024-06-15,2024-10-20,5.668,5.881,219.6
611,Coastal Andhra,16.624004,81.101651,3.042,6.2,0.2,33.8,1304,30.2,0.544,0.457,35,7.8,112.8,removed,alternate_wetting_drying,Samba Mahsuri,2024-07-07,2024-11-07,4.955,3.473,229.4
612,Coastal Andhra,16.479483,81.348136,4.152,7.06,1.17,26.0,725,29.5,0.758,0.644,62,0.0,52.1,mulched,flood,Samba Mahsuri,2024-07-23,2024-11-05,5.995,7.112,255.9
613,Mekong Delta,10.244536,105.955835,1.314,7.15,1.8,14.7,678,25.8,0.662,0.621,80,10.8,96.3,removed,alternate_wetting_drying,IR64,2024-06-25,2024-10-01,5.794,8.791,222.1
614,Indo-Gangetic Plain,26.689846,81.847063,0.628,6.95,1.26,5.0,1498,27.2,0.742,0.654,85,3.9,0.0,incorporated,drip,MTU1010,2024-06-26,2024-10-02,5.5,7.731,183.5
615,Indo-Gangetic Plain,26.53791,81.6349,0.759,6.78,0.91,23.6,1635,26.1,0.893,0.756,21,3.6,45.8,incorporated,alternate_wetting_drying,Naveen,2024-07-11,2024-10-21,5.995,6.214,299.0
616,Terai Nepal,27.672653,83.50103,4.406,5.51,1.28,23.5,1167,29.2,0.565,0.487,16,8.4,99.3,incorporated,alternate_wetting_drying,Swarna,2024-07-11,2024-11-10,5.34,6.466,321.7
617,Eastern UP,26.389382,83.193825,1.86,6.93,1.12,28.2,874,30.2,0.316,0.22,73,0.9,104.0,mulched,alternate_wetting_drying,Naveen,2024-06-28,2024-11-04,3.539,6.747,212.1
618,Mekong Delta,9.899468,105.593192,2.193,5.9,0.72,26.4,1175,28.9,0.651,0.464,5,7.5,97.0,incorporated,flood,Swarna,2024-06-20,2024-10-07,5.405,5.387,371.8
619,Mekong Delta,9.936893,105.403676,0.967,6.63,1.91,22.0,1251,28.8,0.716,0.647,47,6.6,50.5,incorporated,alternate_wetting_drying,Swarna,2024-07-17,2024-11-07,5.766,9.291,279.5
620,Mekong Delta,9.608153,105.538809,0.526,7.05,1.49,30.6,803,26.6,0.603,0.498,58,3.5,73.3,removed,flood,MTU1010,2024-07-11,2024-11-18,4.878,8.366,277.1
621,Mekong Delta,9.528036,105.163974,2.493,7.55,0.81,20.4,849,22.5,0.736,0.625,45,0.8,147.4,removed,alternate_wetting_drying,Samba Mahsuri,2024-06-29,2024-10-15,5.715,6.367,229.8
622,Eastern UP,26.396968,83.220572,1.382,6.86,1.17,26.8,1378,21.8,0.759,0.617,25,8.7,12.4,removed,alternate_wetting_drying,Swarna,2024-07-08,2024-11-01,5.415,6.849,225.2
623,Terai Nepal,27.034914,83.811832,1.279,6.44,1.85,17.7,1155,28.3,0.617,0.468,17,0.4,80.0,incorporated,drip,IR64,2024-07-04,2024-11-03,5.184,9.299,229.1
624,Coastal Andhra,16.025528,81.299339,2.683,5.67,0.68,27.6,1173,30.0,0.628,0.487,83,2.4,116.2,incorporated,flood,Swarna,2024-06-30,2024-10-19,5.454,6.266,409.7
625,Eastern UP,26.032028,82.298092,1.534,6.58,0.94,39.3,413,27.0,0.794,0.687,79,3.6,84.1,incorporated,flood,IR64,2024-07-17,2024-11-22,6.381,7.922,294.0
626,Terai Nepal,27.49995,83.765347,0.978,6.98,0.59,23.1,1516,25.7,0.826,0.804,90,5.1,43.5,removed,flood,Naveen,2024-07-13,2024-11-01,6.192,6.706,257.8
627,Eastern UP,26.065495,83.302049,2.736,6.56,0.91,39.6,1228,26.6,0.682,0.524,44,8.0,82.7,incorporated,flood,Samba Mahsuri,2024-07-11,2024-11-21,5.424,5.708,412.8
